Date,Open,High,Low,Close,Volume,EMA_5,EMA_13,EMA_20,EMA_50,RSI_14
2007-12-28 12:00,832.493,836.753,831.059,835.458,240,830.7643713208863,825.6328297360084,822.1770665493809,813.1299769149011,87.61135764572398
2007-12-28 16:00,835.433,839.506,834.385,837.786,239,833.1049142139242,827.3689969165787,823.663631639916,814.0968797809835,88.38816612459324
2007-12-28 20:00,837.73,840.464,837.323,840.013,111,835.4076094759495,829.1752830713532,825.2207143408764,815.1131982209449,84.25961253126435
2007-12-30 20:00,839.922,842.545,838.648,841.998,85,837.6044063172997,831.0070997754457,826.8185510703167,816.1675041730648,88.90199267995109
2007-12-31 00:00,841.943,842.901,840.566,841.178,233,838.7956042115331,832.4600855218106,828.1861176350485,817.1483079309838,85.67796610169466
2007-12-31 04:00,841.127,842.699,840.424,841.261,228,839.6174028076888,833.7173590186949,829.4313445269487,818.0939036983963,86.28451137559665
2007-12-31 08:00,841.327,841.346,832.683,833.654,239,837.6296018717926,833.7083077303099,829.8335021910489,818.7041035533612,66.85067277232373
2007-12-31 12:00,833.701,838.731,830.487,830.487,240,835.2487345811951,833.2481209116943,829.8957400776156,819.1661779238176,61.49274400623171
2007-12-31 16:00,830.683,834.211,829.785,832.102,233,834.1998230541301,833.0843893528809,830.1058600702237,819.6734650640601,58.59469520707293
2007-12-31 20:00,832.091,833.232,832.091,833.048,129,833.8158820360868,833.0791908738979,830.3860638730595,820.1979566301754,59.61573373676242
2008-01-01 00:00,833.022,833.204,832.938,833.041,117,833.557588024058,833.0737350347697,830.6389149327681,820.7016053897764,62.826440483403026
2008-01-01 04:00,833.099,833.266,832.927,833.137,116,833.4173920160387,833.0827728869455,830.876827796314,821.1892679235107,59.50255323583546
2008-01-01 08:00,833.04,833.319,832.865,833.051,115,833.2952613440259,833.0782339030961,831.0838918157127,821.6544338872945,59.4426707384787
2008-01-01 12:00,833.023,833.218,832.939,833.144,105,833.2448408960173,833.0876290597968,831.2800925951686,822.1050051074006,51.12495817999334
2008-01-01 16:00,833.119,833.233,832.908,833.038,116,833.1758939306783,833.0805391941116,831.4475123480097,822.5337500051496,44.2832845128981
2008-01-01 20:00,833.094,833.286,832.972,833.246,121,833.1992626204523,833.1041764520957,831.6187968862945,822.9538382402418,38.081486926388735
2008-01-02 00:00,833.04,838.312,832.937,836.089,231,834.1625084136349,833.5305798160821,832.0445305161712,823.4689426229775,40.02136100091543
2008-01-02 04:00,836.075,838.296,834.122,837.684,237,835.3363389424233,834.1239255566418,832.5816228479645,824.026395853449,38.807596513075595
2008-01-02 08:00,837.85,843.588,837.206,842.599,240,837.7572259616155,835.3346504771216,833.535658767206,824.7547332709609,53.04061283005962
2008-01-02 12:00,842.623,849.785,841.565,849.658,240,841.7241506410771,837.3808432661043,835.0711198369959,825.7313319662173,63.83679926177392
2008-01-02 16:00,849.869,860.809,849.869,856.298,240,846.5821004273848,840.0832942280895,837.0927274715677,826.9300248302873,88.541666666667
2008-01-02 20:00,856.316,858.62,856.023,856.723,203,849.9624002849232,842.4603950526482,838.9622772361803,828.098376797727,99.2528347225357
2008-01-03 00:00,856.759,856.891,852.92,854.285,235,851.4032668566156,844.1496243308413,840.4215841660679,829.1253031978162,90.39589175802213
2008-01-03 04:00,854.328,857.924,854.039,856.631,238,853.1458445710771,845.9326779978641,841.9653380550138,830.2039579743724,90.8618359496834
2008-01-03 08:00,856.619,867.626,856.168,865.455,240,857.2488963807182,848.7215811410264,844.202448716441,831.586351779299,93.01905823644981
2008-01-03 12:00,865.331,866.663,853.787,861.511,240,858.6695975871455,850.5486409780226,845.850882172018,832.7598673957971,84.1674293145803
2008-01-03 16:00,861.421,868.807,860.559,862.04,240,859.793065058097,852.190263695448,847.3927029175401,833.9081078900796,84.53949720004753
2008-01-03 20:00,862.131,865.281,861.243,864.335,211,861.3070433720648,853.9252260246698,849.0062550206316,835.1013193453706,85.31029954490901
2008-01-04 00:00,864.601,866.812,863.572,864.128,237,862.2473622480433,855.3827651640028,850.4464212091428,836.2396205475129,85.11565916689248
2008-01-04 04:00,864.049,865.095,861.416,861.51,237,862.0015748320288,856.2580844262882,851.5000953797006,837.2306158201595,80.27550452033064
2008-01-04 08:00,861.441,862.27,856.291,861.231,240,861.744716554686,856.9685009368185,852.4268482006815,838.1718073566238,78.49662238745053
2008-01-04 12:00,861.234,868.347,854.163,859.384,240,860.9578110364573,857.3135722315587,853.0894340863309,839.003658048521,74.45566424739658
2008-01-04 16:00,859.274,863.473,856.684,859.767,240,860.5608740243049,857.6640619127647,853.7253927447756,839.8179067525006,71.54943013506042
2008-01-04 20:00,859.725,861.102,858.922,858.922,115,860.01458268287,857.8437673537984,854.2203077214637,840.5670868798535,63.777513384889865
2008-01-06 20:00,859.348,862.295,859.247,861.654,93,860.5610551219133,858.3880863032558,854.9282784146576,841.394024649271,59.013193322563204
2008-01-07 00:00,861.615,861.889,855.23,857.102,239,859.4080367479422,858.2043596885051,855.1352995180235,842.010023682633,50.56000472827213
2008-01-07 04:00,857.127,857.622,854.915,855.736,238,858.1840244986282,857.8517368758615,855.1925090877356,842.5482972637062,52.21411786248361
2008-01-07 08:00,855.817,861.959,855.439,859.99,240,858.7860163324189,858.1572030364528,855.6494129841418,843.232285606306,54.843547224224956
2008-01-07 12:00,860.033,864.554,856.524,859.222,240,858.9313442216127,858.3093168883881,855.9896593666045,843.8593332295882,38.29219730267853
2008-01-07 16:00,859.267,861.512,855.73,857.578,240,858.4802294810752,858.2048430471899,856.1409299031184,844.3973201617612,41.91373000534569
2008-01-07 20:00,857.792,858.138,856.324,857.145,209,858.0351529873835,858.0534368975914,856.2365556266309,844.8972291750255,39.89596664327304
2008-01-08 00:00,857.003,863.163,856.593,862.957,239,859.6757686582557,858.7539459122212,856.8765979479041,845.6054554818872,47.51622206200426
2008-01-08 04:00,862.867,867.574,860.824,866.481,239,861.9441791055038,859.8578107819039,857.7913029052465,846.4241042865192,53.78819589786512
2008-01-08 08:00,866.5,875.628,865.912,874.606,240,866.1647860703359,861.9646949559177,859.3927026285564,847.5292766674401,67.9083251285417
2008-01-08 12:00,874.445,876.123,871.255,872.445,240,868.2581907135574,863.4618813907866,860.6357785686939,848.5063638569522,64.58409197315723
2008-01-08 16:00,872.313,880.687,872.21,877.943,240,871.4864604757049,865.5306126206743,862.2840853716755,849.660741744915,72.0431384659239
2008-01-08 20:00,877.879,882.486,876.664,882.486,210,875.15297365047,867.9528108177209,864.2080772410397,850.9480067745261,74.55736429081
2008-01-09 00:00,882.265,891.013,881.54,887.122,240,879.1426491003134,870.6912664151894,866.390355599036,852.3665947441525,78.17295396419436
2008-01-09 04:00,887.114,891.045,884.475,884.475,239,880.920099400209,872.6603712130195,868.112702684842,853.6257478914407,72.83790004603416
2008-01-09 08:00,884.301,888.235,881.626,884.781,240,882.207066266806,874.3918896111596,869.700159572,854.8475224839333,80.27210884353755
2008-01-09 12:00,884.828,885.73,872.327,879.746,240,881.3867108445373,875.1567625238512,870.6569062794285,855.8239333669163,74.30850848418592
2008-01-09 16:00,879.702,881.582,874.39,875.338,238,879.3704738963582,875.1826535918725,871.1027247290068,856.5891908819392,65.4905127169964
2008-01-09 20:00,875.482,880.059,873.728,879.124,204,879.2883159309056,875.745703078748,871.8666557071966,857.472908886569,68.93336884965194
2008-01-10 00:00,879.196,883.774,878.543,878.947,238,879.1745439539371,876.2030312103554,872.5409742112731,858.3150301067036,70.9126852087453
2008-01-10 04:00,878.86,879.768,872.907,872.976,240,877.1083626359581,875.7420267517333,872.5824052387709,858.8899701025192,63.9778205513077
2008-01-10 08:00,872.824,877.494,872.503,876.468,240,876.8949084239721,875.8457372157715,872.9524618826974,859.5793046083028,62.43900642619089
2008-01-10 12:00,876.426,885.596,866.151,882.75,240,878.8466056159815,876.8320604706613,873.885560751012,860.4879593295458,64.25429758003756
2008-01-10 16:00,882.779,894.742,881.333,890.934,238,882.875737077321,878.8466232605668,875.5092216318681,861.6819217087793,64.2912159086931
2008-01-10 20:00,890.988,897.291,890.423,895.645,218,887.1321580515473,881.2463913662002,877.4269148097853,863.0138071319644,69.43830015416583
2008-01-11 00:00,895.727,895.853,888.235,892.057,239,888.7737720343649,882.7907640281717,878.8202562564725,864.1527558718874,62.21652875393836
2008-01-11 04:00,892.139,894.39,889.746,893.072,240,890.2065146895767,884.2595120241472,880.1775651844275,865.2868438769115,59.75884066521631
2008-01-11 08:00,892.983,895.472,888.768,889.756,240,890.0563431263845,885.0447245921262,881.0897970716248,866.2464186268365,52.48875618882046
2008-01-11 12:00,889.781,897.559,887.482,897.538,240,892.550228750923,886.8294782218225,882.6562925886129,867.4735394649998,61.25092587807692
2008-01-11 16:00,897.506,897.506,894.041,895.575,240,893.5584858339487,888.0788384758479,883.8866456754117,868.5755575251959,59.03868698710441
2008-01-11 20:00,895.541,896.01,894.647,894.748,113,893.9549905559659,889.0315758364411,884.9210603729915,869.6019278183255,63.51482829447592
2008-01-13 20:00,895.522,898.27,894.668,897.045,91,894.9849937039774,890.1763507169495,886.0757212898494,870.6781267274108,70.32833249049466
2008-01-14 00:00,896.933,898.115,891.654,892.879,238,894.2829958026516,890.562443471671,886.7236525955781,871.5487492086888,62.79035167655431
2008-01-14 04:00,892.902,906.621,892.772,906.164,237,898.2433305351011,892.7912372614323,888.575114253142,872.9062100240344,70.34794180535002
2008-01-14 08:00,906.127,913.916,903.873,910.948,240,902.4782203567341,895.3850605097991,890.7058652766523,874.3980449250527,78.90154052243813
2008-01-14 12:00,910.894,911.211,900.925,908.32,240,904.4254802378229,897.2329090083992,892.3834019169711,875.7283176730898,74.56654531992365
2008-01-14 16:00,908.464,909.816,900.728,904.859,240,904.5699868252153,898.322350578628,893.5715541153548,876.8706973721844,67.82782589062536
2008-01-14 20:00,904.836,906.111,902.948,904.784,207,904.6413245501436,899.2454433531097,894.6394061043686,877.9653366909223,62.8483431667224
2008-01-15 00:00,904.972,909.746,903.2,908.078,240,905.7868830334291,900.5072371598084,895.9192721896668,879.1462254481411,61.845239229435464
2008-01-15 04:00,908.138,910.578,906.058,906.334,240,905.9692553556195,901.3396318512644,896.9111510287462,880.212412685469,64.09739913501983
2008-01-15 08:00,906.248,908.385,902.929,904.261,240,905.3998369037463,901.7569701582266,897.611136645056,881.1554945409408,60.82212979978722
2008-01-15 12:00,904.24,913.793,901.91,909.703,240,906.8342246024976,902.89211727848,898.7627426788603,882.2750045589431,68.53087084966842
2008-01-15 16:00,909.697,910.1,893.567,895.486,240,903.0514830683318,901.8341005244115,898.4506719475403,882.7930828115336,48.29726500265531
2008-01-15 20:00,895.361,895.361,887.169,891.999,212,899.3673220455546,900.4290861637813,897.8362270001555,883.1540991718657,47.105859501456756
2008-01-16 00:00,892.22,899.385,892.062,899.05,240,899.2615480303698,900.2320738546698,897.9518244287121,883.7774678317926,53.16304923239804
2008-01-16 04:00,899.026,899.434,883.405,884.457,240,894.3266986869132,897.9784918754314,896.6666030545491,883.8041161521145,42.16189290161892
2008-01-16 08:00,884.406,887.675,877.707,883.665,240,890.7727991246088,895.9337073217984,895.428355144592,883.7986606167375,44.01112757715202
2008-01-16 12:00,883.99,896.753,874.305,875.852,240,885.7991994164059,893.0648919901129,893.5639403689166,883.4870268670616,28.78915106222179
2008-01-16 16:00,876.012,887.16,874.592,884.475,240,885.3577996109374,891.8377645629539,892.6983270004483,883.5257709114906,32.42001248456032
2008-01-16 20:00,884.473,885.814,874.415,876.466,223,882.3938664072916,889.6417981968177,891.1523910956437,883.2489171502557,30.25757988943151
2008-01-17 00:00,876.705,882.885,876.705,880.481,235,881.7562442715277,888.3331127401295,890.1360681341538,883.1403713796575,34.994090707637724
2008-01-17 04:00,880.561,884.289,877.332,883.78,240,882.4308295143519,887.6826680629682,889.5307283118534,883.1654548549651,37.56453369961631
2008-01-17 08:00,883.596,884.401,878.966,883.009,240,882.623553009568,887.01500119683,888.9096113297721,883.1593193704567,34.70077750247165
2008-01-17 12:00,882.958,889.678,882.709,887.118,240,884.1217020063788,887.0297153115686,888.7389816793176,883.3145617480859,38.601798467269354
2008-01-17 16:00,887.076,887.513,875.912,877.511,240,881.9181346709192,885.6698988384874,887.6696500908112,883.0869710912982,35.43472579169752
2008-01-17 20:00,877.557,880.047,875.502,879.461,205,881.0990897806129,884.7829132901321,886.8878738916862,882.9447761465415,32.882403550081534
2008-01-18 00:00,879.532,879.982,870.114,872.799,240,878.3323931870754,883.0709256772561,885.5460763781923,882.5469025721674,35.95771282851166
2008-01-18 04:00,872.847,878.475,872.508,877.373,240,878.0125954580503,882.256936294791,884.7676881516978,882.3440044320824,41.067327893682545
2008-01-18 08:00,877.175,877.557,870.644,876.028,240,877.3510636387002,881.3670882526781,883.9353368991551,882.0963179837655,34.886163703684346
2008-01-18 12:00,876.028,888.147,875.629,878.655,240,877.7857090924668,880.9796470737241,883.4324476706641,881.9613643373434,45.48102685525578
2008-01-18 16:00,878.547,882.888,875.506,882.694,239,879.4218060616446,881.2245546346207,883.3621193210771,881.9900951476437,49.28013285292766
2008-01-18 20:00,882.642,884.594,882.019,882.72,118,880.5212040410964,881.4381896868179,883.3009651000222,882.018718867344,55.75633632828216
2008-01-20 20:00,883.97,884.477,880.86,881.14,95,880.727469360731,881.3955911601296,883.09515890002,881.9842593039187,46.830631212818105
2008-01-21 00:00,881.265,882.076,877.125,880.298,238,880.5843129071541,881.2387924229682,882.8287628143038,881.9181314880789,54.21599260661001
2008-01-21 04:00,880.193,882.872,876.509,876.549,237,879.2392086047695,880.56882207683,882.2306901653225,881.7075773120758,45.64851704293936
2008-01-21 08:00,876.466,876.466,867.793,868.054,240,875.510805736513,878.7809903515686,880.8805291971966,881.1721429076807,34.391376846117296
2008-01-21 12:00,868.083,872.344,866.321,867.771,240,872.9308704910087,877.2081345870588,879.6320026069874,880.6466078916933,34.727790250160425
2008-01-21 16:00,867.755,868.278,860.512,864.651,235,870.1709136606726,875.414258217479,878.205240453941,880.0193291508426,27.02713756927551
2008-01-21 20:00,864.895,865.87,860.883,861.343,198,867.2282757737818,873.4040784721249,876.5993127916609,879.2869240861037,31.02347417840386
2008-01-22 00:00,861.088,863.074,854.749,861.075,240,865.1771838491879,871.6427815475356,875.1208068115027,878.5727309846878,27.533115010508936
2008-01-22 04:00,860.957,861.281,851.119,851.269,240,860.5411225661253,868.7322413264592,872.8492061627882,877.5019964362688,25.568517089555726
2008-01-22 08:00,851.047,866.659,849.219,861.76,240,860.9474150440836,867.7362068512508,871.7930912901417,876.8846632426896,34.38043978470954
2008-01-22 12:00,861.645,892.168,859.604,888.557,239,870.1506100293891,870.7106058725008,873.3896540244139,877.3424019390548,58.30494093940157
2008-01-22 16:00,888.544,894.044,886.89,889.836,240,876.7124066862594,873.4428050335721,874.9559726887554,877.8323469610526,57.546265674986174
2008-01-22 20:00,889.877,893.312,888.053,888.951,219,880.7919377908397,875.6582614573475,876.2888324326834,878.2683725704231,54.410748776945994
2008-01-23 00:00,888.89,889.906,885.487,885.668,239,882.4172918605599,877.088224106298,877.1820864867136,878.5585540382497,51.98689779742807
2008-01-23 04:00,885.696,889.61,884.779,889.284,240,884.7061945737066,878.8304778053983,878.3346496784552,878.9791597622399,55.34228962766656
2008-01-23 08:00,889.391,890.451,883.859,885.51,240,884.9741297158045,879.78469526177,879.0180163757452,879.2352711441129,53.29231624428329
2008-01-23 12:00,885.482,895.406,876.162,891.39,240,887.1127531438697,881.44259593866,880.1963005304361,879.7119271776771,59.1289905886695
2008-01-23 16:00,891.27,891.716,878.05,883.054,240,885.7598354292464,881.6727965188514,880.4684623846803,879.8429888569839,59.24487833740108
2008-01-23 20:00,883.255,893.238,883.255,892.198,219,887.9058902861643,883.1763970161584,881.5855612051869,880.3274990978865,63.572516030093254
2008-01-24 00:00,892.165,892.626,888.728,891.309,238,889.0402601907763,884.3381974424215,882.511602995169,880.7581461920871,65.18870504580886
2008-01-24 04:00,891.177,893.211,889.396,890.853,237,889.6445067938508,885.2688835220756,883.3060217575339,881.1540228120053,67.37845095637425
2008-01-24 08:00,890.832,898.779,890.274,898.779,240,892.6893378625673,887.1989001617792,884.7796387330069,881.8451983880052,70.3668892201983
2008-01-24 12:00,898.798,910.12,897.513,903.653,240,896.3438919083783,889.5494858529537,886.5771017108158,882.700406294358,79.88930731484649
2008-01-24 16:00,903.554,912.946,902.155,911.107,240,901.2649279389188,892.6291307311033,888.9132825002619,883.814390361246,79.16730698757576
2008-01-24 20:00,911.039,913.672,910.056,913.389,208,905.3062852926126,895.5948263409457,891.2443032145226,884.9741789745304,70.66646692632906
2008-01-25 00:00,913.377,913.43,907.7,909.898,239,906.8368568617418,897.6381368636678,893.0208457655204,885.9515837206274,66.10370846042701
2008-01-25 04:00,909.965,914.646,909.093,913.118,239,908.9305712411613,899.849545883144,894.9348604545185,887.016933378642,68.69787234042552
2008-01-25 08:00,913.203,923.304,912.642,919.653,240,912.5047141607743,902.6786107569806,897.2889689826595,888.2967791284992,75.03425313434593
2008-01-25 12:00,919.586,921.545,911.96,912.633,225,912.5474761071829,904.1006663631263,898.7503052700253,889.2511407313032,66.37813723152034
2008-01-25 16:00,912.292,914.557,906.097,913.175,240,912.756650738122,905.3969997398226,900.124085720499,890.18933129086,70.327264177284
2008-01-25 20:00,913.107,914.349,912.216,913.247,118,912.9201004920814,906.5184283484194,901.3738870804515,891.0935535931792,67.55836185151264
2008-01-27 20:00,913.02,915.422,911.148,915.116,87,913.6520669947209,907.7466528700738,902.6826597394561,892.0356103150153,78.74278337576649
2008-01-28 00:00,915.354,921.349,914.423,921.097,240,916.133711329814,909.6538453172062,904.4364064309365,893.175272655603,77.46478873239437
2008-01-28 04:00,921.035,921.142,916.114,916.856,240,916.374474219876,910.6827245576054,905.6192248660853,894.1039286298931,72.82490216750357
2008-01-28 08:00,916.876,919.189,914.853,918.628,240,917.1256494799175,911.817763906519,906.8581558312201,895.0656569189169,74.24536042877851
2008-01-28 12:00,918.612,922.53,916.164,921.295,240,918.5154329866117,913.1716547770163,908.2330933711039,896.0942586083712,71.6416762783545
2008-01-28 16:00,921.337,928.971,920.755,926.434,240,921.1549553244079,915.0662755231568,909.9665130500464,897.2840523884352,71.78540690446592
2008-01-28 20:00,926.534,928.792,925.758,926.787,210,923.0323035496053,916.7406647341345,911.5684641881372,898.4410307261436,67.35127478753549
2008-01-29 00:00,926.571,929.493,925.299,925.979,240,924.0145356997369,918.0604269149725,912.9408961702194,899.5209510898243,64.40173873255554
2008-01-29 04:00,926.097,928.106,920.983,921.181,239,923.0700237998248,918.5062230699765,913.7256679635318,900.3703647725763,62.53193238110051
2008-01-29 08:00,921.08,932.741,921.037,930.503,240,925.5476825332165,920.2200483456942,915.3235091098621,901.5520367422793,67.00444061894797
2008-01-29 12:00,930.116,930.248,919.1,925.63,240,925.575121688811,920.9928985820236,916.3050796708277,902.4962705955232,56.042622884525926
2008-01-29 16:00,925.236,928.165,919.972,921.621,240,924.257081125874,921.0826273560203,916.8113577974156,903.2462599839341,59.675752486758746
2008-01-29 20:00,921.646,924.454,921.484,923.605,206,924.0397207505828,921.4429663051603,917.4583713405189,904.0446419453485,60.889993317741435
2008-01-30 00:00,923.328,924.305,919.466,922.728,240,923.6024805003885,921.6265425472803,917.9602407366599,904.7773226533741,59.73548559341174
2008-01-30 04:00,922.697,923.41,920.362,921.5,240,922.9016536669258,921.6084650405261,918.2973606665018,905.4331139218692,56.64280362940148
2008-01-30 08:00,921.63,924.371,919.882,923.442,240,923.0817691112838,921.8703986061653,918.7873263173112,906.1393447484626,52.66398564060621
2008-01-30 12:00,923.379,926.039,915.984,921.05,240,922.4045127408559,921.7531988052846,919.0028190489959,906.7240763269542,54.97343705530778
2008-01-30 16:00,921.073,935.756,918.548,934.496,240,926.435008493904,923.5735989759582,920.4783600919486,907.813171372956,64.73680300159728
2008-01-30 20:00,934.345,936.384,925.344,925.765,217,926.2116723292694,923.8866562651071,920.9818496070011,908.517164652448,53.73109412039665
2008-01-31 00:00,925.473,925.808,920.607,923.639,239,925.3541148861797,923.8512767986633,921.2349115491915,909.1101778033324,47.54346182917616
2008-01-31 04:00,923.587,926.603,922.577,923.121,240,924.6097432574531,923.7469515417115,921.414539020697,909.6596218110449,46.78725418025026
2008-01-31 08:00,923.014,924.0,918.253,923.066,240,924.0951621716355,923.6496727500385,921.5718210187259,910.1853621321804,47.41301220226994
2008-01-31 12:00,922.953,928.023,918.947,920.127,240,922.772441447757,923.1464337857473,921.4342190169425,910.5752302838597,49.03199735498321
2008-01-31 16:00,920.034,927.439,920.034,926.079,240,923.874627631838,923.5653718163549,921.876579110567,911.1832212531201,45.668859649122744
2008-01-31 20:00,926.088,926.486,923.722,924.095,215,923.9480850878921,923.641032985447,922.087857290513,911.6895655177036,48.40711454247353
2008-02-01 00:00,923.923,927.585,923.866,925.454,235,924.4500567252614,923.9000282732404,922.4084423104642,912.2293472621075,54.20903520523573
2008-02-01 04:00,925.418,927.175,924.282,926.383,236,925.0943711501743,924.2547385199205,922.7869716142295,912.7843924675151,53.122892216376655
2008-02-01 08:00,926.391,936.386,925.66,934.881,240,928.3565807667829,925.7727758742176,923.9387838414458,913.65092609624,61.66337165780537
2008-02-01 12:00,934.987,935.738,906.021,906.315,240,921.0093871778554,922.9930936064723,922.2603282374986,913.3632427199169,40.44211135868678
2008-02-01 16:00,906.051,912.835,903.585,906.007,240,916.0085914519036,920.5665088055478,920.7123922148796,913.0747626132535,38.79541919977375
2008-02-01 20:00,906.088,906.461,903.5,904.907,114,912.3080609679358,918.329436119041,919.2071167658435,912.7544581970475,39.45053652415996
2008-02-03 20:00,909.723,909.892,905.376,908.194,93,910.9367073119572,916.8815166734638,918.1582485024298,912.5756166991241,30.17994936098374
2008-02-04 00:00,908.5,912.503,907.509,909.537,239,910.4701382079716,915.8323000058261,917.3371772164842,912.4564552599428,36.23906112204057
2008-02-04 04:00,909.556,910.702,907.768,909.13,239,910.0234254719811,914.8748285764225,916.5555412911048,912.3260060340627,37.327277491483926
2008-02-04 08:00,909.127,910.152,896.729,901.222,240,907.0896169813208,912.9244244940764,915.0952040252853,911.8905548170407,33.059487893556096
2008-02-04 12:00,901.219,905.088,892.158,896.487,240,903.5554113208806,910.5762209949227,913.3229941181153,911.2864938438235,30.82738224049622
2008-02-04 16:00,896.479,905.818,894.471,901.98,239,903.0302742139204,909.3481894242195,912.242708964009,910.9215333009284,37.37494608245561
2008-02-04 20:00,902.007,904.772,901.562,904.564,208,903.5415161426137,908.6647337921883,911.5114033483891,910.6722182695195,34.29584969562487
2008-02-05 00:00,904.579,906.626,901.753,902.775,235,903.2860107617424,907.8233432504471,910.6793649342568,910.3625234354207,34.393757503001154
2008-02-05 04:00,902.575,903.165,898.953,899.301,236,901.9576738411616,906.6058656432405,909.5957111309942,909.9287382026591,31.430965195041296
2008-02-05 08:00,899.337,899.337,887.429,892.102,240,898.6724492274411,904.5338848370633,907.9296434042328,909.2296504300059,27.649919808060844
2008-02-05 12:00,892.072,893.744,884.392,888.177,240,895.1739661516275,902.1971870031972,906.0484392704964,908.4040562954959,17.619734324301845
2008-02-05 16:00,888.297,897.861,885.137,887.046,240,892.4646441010851,900.0327317170262,904.2386831494968,907.5664854603784,28.438108452879163
2008-02-05 20:00,887.108,888.646,886.212,886.521,217,890.4834294007235,898.1024843288797,902.5512847543066,906.7411723050695,28.300668151447667
2008-02-06 00:00,886.433,890.202,886.254,889.85,232,890.2722862671491,896.9235579961826,901.3416385872298,906.0787733911453,34.025759086761894
2008-02-06 04:00,889.991,892.785,886.437,886.877,238,889.1405241780994,895.4883354252994,899.9640539598746,905.325762669924,27.232724554096038
2008-02-06 08:00,886.803,898.028,885.7,897.74,240,892.0070161187331,895.8100017931138,899.7522392970294,905.0282817809074,39.52959971598476
2008-02-06 12:00,897.738,906.377,894.043,904.229,240,896.0810107458221,897.012715822669,900.1785974592171,904.9969373973424,46.073986253745026
2008-02-06 16:00,904.064,906.993,898.485,899.255,240,897.1390071638815,897.3330421337163,900.0906357964345,904.7717633817604,48.346586419649334
2008-02-06 20:00,899.295,902.004,898.497,898.753,214,897.6770047759211,897.5358932574711,899.9632419110599,904.5357334452208,52.05067873303174
2008-02-07 00:00,898.794,901.431,897.632,900.296,230,898.5500031839474,897.9301942206896,899.9949331576256,904.3694693885454,48.35867446393766
2008-02-07 04:00,900.176,908.27,899.889,904.12,237,900.4066687892984,898.8144521891626,900.3877966664231,904.3596862752692,49.577464788732435
2008-02-07 08:00,904.051,910.998,901.322,909.237,240,903.3501125261989,900.3033875907108,901.2305779362875,904.5509534801606,55.7832748621751
