Date,Open,High,Low,Close,Volume,RSI14
2008-01-21 16:00:00,867.755,868.278,860.512,864.651,235,27.02713756927551
2008-01-21 20:00:00,864.895,865.87,860.883,861.343,198,31.02347417840386
2008-01-22 00:00:00,861.088,863.074,854.749,861.075,240,27.533115010508936
2008-01-22 04:00:00,860.957,861.281,851.119,851.269,240,25.568517089555726
2008-01-22 08:00:00,851.047,866.659,849.219,861.76,240,34.38043978470954
2008-01-22 12:00:00,861.645,892.168,859.604,888.557,239,58.30494093940157
2008-01-22 16:00:00,888.544,894.044,886.89,889.836,240,57.546265674986174
2008-01-22 20:00:00,889.877,893.312,888.053,888.951,219,54.410748776945994
2008-01-23 00:00:00,888.89,889.906,885.487,885.668,239,51.98689779742807
2008-01-23 04:00:00,885.696,889.61,884.779,889.284,240,55.34228962766656
2008-01-23 08:00:00,889.391,890.451,883.859,885.51,240,53.29231624428329
2008-01-23 12:00:00,885.482,895.406,876.162,891.39,240,59.1289905886695
2008-01-23 16:00:00,891.27,891.716,878.05,883.054,240,59.24487833740108
2008-01-23 20:00:00,883.255,893.238,883.255,892.198,219,63.572516030093254
2008-01-24 00:00:00,892.165,892.626,888.728,891.309,238,65.18870504580886
2008-01-24 04:00:00,891.177,893.211,889.396,890.853,237,67.37845095637425
2008-01-24 08:00:00,890.832,898.779,890.274,898.779,240,70.3668892201983
2008-01-24 12:00:00,898.798,910.12,897.513,903.653,240,79.88930731484649
2008-01-24 16:00:00,903.554,912.946,902.155,911.107,240,79.16730698757576
2008-01-24 20:00:00,911.039,913.672,910.056,913.389,208,70.66646692632906
2008-01-25 00:00:00,913.377,913.43,907.7,909.898,239,66.10370846042701
2008-01-25 04:00:00,909.965,914.646,909.093,913.118,239,68.69787234042552
2008-01-25 08:00:00,913.203,923.304,912.642,919.653,240,75.03425313434593
2008-01-25 12:00:00,919.586,921.545,911.96,912.633,225,66.37813723152034
2008-01-25 16:00:00,912.292,914.557,906.097,913.175,240,70.327264177284
2008-01-25 20:00:00,913.107,914.349,912.216,913.247,118,67.55836185151264
2008-01-27 20:00:00,913.02,915.422,911.148,915.116,87,78.74278337576649
2008-01-28 00:00:00,915.354,921.349,914.423,921.097,240,77.46478873239437
2008-01-28 04:00:00,921.035,921.142,916.114,916.856,240,72.82490216750357
2008-01-28 08:00:00,916.876,919.189,914.853,918.628,240,74.24536042877851
2008-01-28 12:00:00,918.612,922.53,916.164,921.295,240,71.6416762783545
2008-01-28 16:00:00,921.337,928.971,920.755,926.434,240,71.78540690446592
2008-01-28 20:00:00,926.534,928.792,925.758,926.787,210,67.35127478753549
2008-01-29 00:00:00,926.571,929.493,925.299,925.979,240,64.40173873255554
2008-01-29 04:00:00,926.097,928.106,920.983,921.181,239,62.53193238110051
2008-01-29 08:00:00,921.08,932.741,921.037,930.503,240,67.00444061894797
2008-01-29 12:00:00,930.116,930.248,919.1,925.63,240,56.042622884525926
2008-01-29 16:00:00,925.236,928.165,919.972,921.621,240,59.675752486758746
2008-01-29 20:00:00,921.646,924.454,921.484,923.605,206,60.889993317741435
2008-01-30 00:00:00,923.328,924.305,919.466,922.728,240,59.73548559341174
2008-01-30 04:00:00,922.697,923.41,920.362,921.5,240,56.64280362940148
2008-01-30 08:00:00,921.63,924.371,919.882,923.442,240,52.66398564060621
2008-01-30 12:00:00,923.379,926.039,915.984,921.05,240,54.97343705530778
2008-01-30 16:00:00,921.073,935.756,918.548,934.496,240,64.73680300159728
2008-01-30 20:00:00,934.345,936.384,925.344,925.765,217,53.73109412039665
2008-01-31 00:00:00,925.473,925.808,920.607,923.639,239,47.54346182917616
2008-01-31 04:00:00,923.587,926.603,922.577,923.121,240,46.78725418025026
2008-01-31 08:00:00,923.014,924.0,918.253,923.066,240,47.41301220226994
2008-01-31 12:00:00,922.953,928.023,918.947,920.127,240,49.03199735498321
2008-01-31 16:00:00,920.034,927.439,920.034,926.079,240,45.668859649122744
2008-01-31 20:00:00,926.088,926.486,923.722,924.095,215,48.40711454247353
2008-02-01 00:00:00,923.923,927.585,923.866,925.454,235,54.20903520523573
2008-02-01 04:00:00,925.418,927.175,924.282,926.383,236,53.122892216376655
2008-02-01 08:00:00,926.391,936.386,925.66,934.881,240,61.66337165780537
2008-02-01 12:00:00,934.987,935.738,906.021,906.315,240,40.44211135868678
2008-02-01 16:00:00,906.051,912.835,903.585,906.007,240,38.79541919977375
2008-02-01 20:00:00,906.088,906.461,903.5,904.907,114,39.45053652415996
2008-02-03 20:00:00,909.723,909.892,905.376,908.194,93,30.17994936098374
2008-02-04 00:00:00,908.5,912.503,907.509,909.537,239,36.23906112204057
2008-02-04 04:00:00,909.556,910.702,907.768,909.13,239,37.327277491483926
2008-02-04 08:00:00,909.127,910.152,896.729,901.222,240,33.059487893556096
2008-02-04 12:00:00,901.219,905.088,892.158,896.487,240,30.82738224049622
2008-02-04 16:00:00,896.479,905.818,894.471,901.98,239,37.37494608245561
2008-02-04 20:00:00,902.007,904.772,901.562,904.564,208,34.29584969562487
2008-02-05 00:00:00,904.579,906.626,901.753,902.775,235,34.393757503001154
2008-02-05 04:00:00,902.575,903.165,898.953,899.301,236,31.430965195041296
2008-02-05 08:00:00,899.337,899.337,887.429,892.102,240,27.649919808060844
2008-02-05 12:00:00,892.072,893.744,884.392,888.177,240,17.619734324301845
2008-02-05 16:00:00,888.297,897.861,885.137,887.046,240,28.438108452879163
2008-02-05 20:00:00,887.108,888.646,886.212,886.521,217,28.300668151447667
2008-02-06 00:00:00,886.433,890.202,886.254,889.85,232,34.025759086761894
2008-02-06 04:00:00,889.991,892.785,886.437,886.877,238,27.232724554096038
2008-02-06 08:00:00,886.803,898.028,885.7,897.74,240,39.52959971598476
2008-02-06 12:00:00,897.738,906.377,894.043,904.229,240,46.073986253745026
2008-02-06 16:00:00,904.064,906.993,898.485,899.255,240,48.346586419649334
2008-02-06 20:00:00,899.295,902.004,898.497,898.753,214,52.05067873303174
2008-02-07 00:00:00,898.794,901.431,897.632,900.296,230,48.35867446393766
2008-02-07 04:00:00,900.176,908.27,899.889,904.12,237,49.577464788732435
2008-02-07 08:00:00,904.051,910.998,901.322,909.237,240,55.7832748621751
2008-02-07 12:00:00,909.188,909.311,896.445,903.571,240,53.67723045125729
2008-02-07 16:00:00,903.546,910.193,903.416,907.85,240,64.28001450852378
2008-02-07 20:00:00,907.705,911.365,906.331,909.091,208,69.93480250114375
2008-02-08 00:00:00,909.405,911.178,907.273,910.452,236,72.21273203507562
2008-02-08 04:00:00,910.503,910.618,907.821,909.563,238,71.71724787935909
2008-02-08 08:00:00,909.455,916.204,908.302,912.655,240,71.59032813890515
2008-02-08 12:00:00,912.47,919.454,909.074,918.433,240,78.36851379049955
2008-02-08 16:00:00,918.54,919.742,914.701,919.037,240,73.47604665005849
2008-02-08 20:00:00,918.969,922.773,917.725,922.446,118,71.54379242650019
2008-02-10 20:00:00,923.248,923.363,919.748,922.319,91,80.80786492840353
2008-02-11 00:00:00,921.947,923.587,919.381,920.44,239,77.94068386199089
2008-02-11 04:00:00,920.601,923.179,920.039,922.823,237,78.40803046735108
2008-02-11 08:00:00,922.787,926.76,921.095,926.514,240,78.33535782973996
2008-02-11 12:00:00,926.473,926.751,915.752,917.268,240,59.20036659411168
2008-02-11 16:00:00,917.457,924.802,916.795,923.839,239,72.7474747474748
2008-02-11 20:00:00,923.711,924.579,920.896,921.315,210,65.73197803481719
2008-02-12 00:00:00,921.38,923.958,919.612,920.204,238,63.02355560764083
2008-02-12 04:00:00,920.259,923.491,920.008,923.403,236,64.55070444689119
2008-02-12 08:00:00,923.333,924.368,918.719,920.231,240,61.40084640704481
2008-02-12 12:00:00,920.089,921.44,912.011,917.052,240,54.69033345422742
2008-02-12 16:00:00,917.012,917.303,903.446,906.235,239,38.2512713823394
2008-02-12 20:00:00,906.264,907.792,902.682,906.795,209,38.19888948870203
2008-02-13 00:00:00,906.712,909.525,901.596,904.959,240,32.61556814792718
2008-02-13 04:00:00,905.185,905.258,897.997,900.436,239,29.993966100455324
2008-02-13 08:00:00,900.408,905.44,896.076,900.207,240,30.92701872136645
2008-02-13 12:00:00,900.209,904.821,897.88,901.271,240,29.165538842272156
2008-02-13 16:00:00,901.445,910.34,901.011,906.199,239,30.820068354764985
2008-02-13 20:00:00,906.22,908.041,903.607,907.012,210,38.483133450118956
2008-02-14 00:00:00,906.822,908.338,904.116,905.122,236,26.512736855314245
2008-02-14 04:00:00,905.134,912.286,905.088,912.141,238,39.65493910690112
2008-02-14 08:00:00,912.017,913.623,907.056,909.029,240,37.9426425843206
2008-02-14 12:00:00,908.902,910.733,901.521,909.495,240,34.05338470005496
2008-02-14 16:00:00,909.412,911.682,906.017,908.715,240,36.02969720496892
2008-02-14 20:00:00,908.667,909.503,906.303,908.279,203,38.59849764770091
2008-02-15 00:00:00,908.306,910.564,908.191,909.731,237,56.005221932114885
2008-02-15 04:00:00,909.685,910.811,908.163,909.62,234,54.92864370703803
2008-02-15 08:00:00,909.56,912.071,907.209,909.778,239,58.930358400355985
2008-02-15 12:00:00,909.793,915.214,907.733,908.272,240,66.3495242864297
2008-02-15 16:00:00,908.198,909.219,897.783,902.605,239,54.07795388068845
2008-02-15 20:00:00,902.691,903.211,901.817,901.837,117,50.97230811516531
2008-02-17 20:00:00,901.923,903.274,900.93,902.805,80,43.25141175534874
2008-02-18 00:00:00,903.152,906.285,902.924,904.741,229,45.677414442879524
2008-02-18 04:00:00,904.725,907.326,904.008,904.008,236,47.78193692258697
2008-02-18 08:00:00,904.058,906.348,901.089,901.713,237,24.426133019423247
2008-02-18 12:00:00,901.747,904.101,900.042,903.01,235,33.79637107629361
2008-02-18 16:00:00,903.111,906.17,902.638,905.256,210,39.58630177369425
2008-02-18 20:00:00,905.347,906.848,904.548,905.862,182,42.93076961197271
2008-02-19 00:00:00,905.777,909.137,904.711,908.933,238,51.43333041115103
2008-02-19 04:00:00,908.947,912.116,907.035,911.528,240,53.7504695913512
2008-02-19 08:00:00,911.412,918.462,909.9,915.978,240,61.23480350579576
2008-02-19 12:00:00,916.041,927.541,915.208,927.288,240,72.19377408233618
2008-02-19 16:00:00,927.4,930.282,925.682,926.789,238,74.08496136937107
2008-02-19 20:00:00,926.744,928.92,925.623,928.584,206,87.57557349069958
2008-02-20 00:00:00,928.742,929.573,924.474,926.627,239,84.66357178813124
2008-02-20 04:00:00,926.526,928.969,924.121,926.921,240,84.36894310796941
2008-02-20 08:00:00,926.791,926.885,921.963,922.526,240,73.68617318807748
2008-02-20 12:00:00,922.479,924.598,914.307,922.798,240,75.33574240871553
2008-02-20 16:00:00,922.859,940.524,922.503,939.802,240,86.77183294394764
2008-02-20 20:00:00,939.918,945.341,937.847,941.368,218,86.84018440261222
2008-02-21 00:00:00,941.261,941.595,937.696,940.198,240,84.2676133688998
2008-02-21 04:00:00,940.211,942.797,939.489,940.517,238,84.1785509990727
2008-02-21 08:00:00,940.441,948.527,940.109,942.201,240,83.73352261204599
2008-02-21 12:00:00,942.155,946.939,941.837,945.356,240,83.91618207339056
2008-02-21 16:00:00,945.342,953.428,943.821,944.275,240,80.42622739295904
2008-02-21 20:00:00,944.319,946.171,942.114,943.889,207,73.3310846895464
2008-02-22 00:00:00,943.751,947.102,940.636,945.024,240,75.17742247259253
2008-02-22 04:00:00,944.98,948.881,943.102,944.561,238,72.90215303460329
2008-02-22 08:00:00,944.467,949.375,942.146,946.831,240,78.7037563221002
2008-02-22 12:00:00,946.74,948.911,935.052,940.051,240,65.75095969289819
2008-02-22 16:00:00,940.134,948.009,940.134,943.494,240,75.74150461598904
2008-02-22 20:00:00,943.474,945.251,942.553,944.707,115,76.28932779764334
2008-02-24 20:00:00,944.048,946.458,943.992,946.415,94,62.5374435976187
2008-02-25 00:00:00,947.037,948.454,946.219,948.112,235,62.72260790824015
2008-02-25 04:00:00,948.062,949.255,946.419,948.242,231,65.79484762802394
2008-02-25 08:00:00,948.161,951.68,945.207,946.897,240,62.04228010570041
2008-02-25 12:00:00,946.915,950.159,933.458,935.631,240,40.89321357285416
2008-02-25 16:00:00,935.703,940.101,933.122,939.066,240,41.348481514084526
2008-02-25 20:00:00,939.061,940.147,937.648,937.922,202,41.27694631333245
2008-02-26 00:00:00,938.004,938.146,930.549,930.549,240,34.63204460623929
2008-02-26 04:00:00,930.689,932.668,928.13,928.564,237,31.401970532405258
2008-02-26 08:00:00,928.807,934.313,926.374,933.941,239,39.199853557336375
2008-02-26 12:00:00,933.914,942.162,933.017,941.704,240,45.31001298962653
2008-02-26 16:00:00,941.716,950.103,940.329,948.713,240,57.890613613175844
2008-02-26 20:00:00,948.636,951.345,947.561,950.123,215,56.27092990256362
2008-02-27 00:00:00,950.035,955.791,949.266,953.679,238,58.12710605456716
2008-02-27 04:00:00,953.698,957.587,953.203,956.322,234,58.82457734309587
2008-02-27 08:00:00,956.166,964.202,954.903,956.123,240,57.331380982886486
2008-02-27 12:00:00,956.211,960.771,952.195,954.992,240,56.066216119059575
2008-02-27 16:00:00,954.889,959.675,954.47,958.294,240,59.89443161495309
2008-02-27 20:00:00,958.281,960.065,956.176,957.511,203,73.22224580768402
2008-02-28 00:00:00,957.486,960.331,955.903,956.09,236,68.87528827390452
2008-02-28 04:00:00,956.117,957.194,952.954,953.003,238,66.0303152703076
2008-02-28 08:00:00,952.843,959.09,952.843,958.996,240,81.15158019229507
2008-02-28 12:00:00,958.889,964.805,956.772,964.652,240,86.57814717210627
2008-02-28 16:00:00,964.788,971.457,962.252,971.053,240,86.85109425269097
2008-02-28 20:00:00,971.199,972.323,968.203,968.979,210,80.53285570357116
2008-02-29 00:00:00,968.924,972.816,968.395,970.331,238,77.70970057424131
2008-02-29 04:00:00,970.237,974.849,970.091,974.282,239,79.07290187489478
2008-02-29 08:00:00,974.279,975.714,967.286,968.284,240,66.59998636084657
2008-02-29 12:00:00,968.212,972.048,964.847,968.411,240,64.57383966244723
2008-02-29 16:00:00,968.325,973.673,968.104,971.652,240,67.44165150391981
2008-02-29 20:00:00,971.654,973.859,971.412,973.248,117,70.29256146903217
2008-03-02 20:00:00,973.423,976.991,972.427,975.938,91,69.88280369619117
2008-03-03 00:00:00,975.674,980.598,975.494,980.191,237,73.70401337792653
2008-03-03 04:00:00,980.162,984.585,979.86,982.176,240,76.94612015535907
2008-03-03 08:00:00,982.132,982.577,977.62,981.513,240,81.002609830361
2008-03-03 12:00:00,981.42,989.156,979.142,984.122,240,79.49337966006195
2008-03-03 16:00:00,984.213,986.44,979.189,983.509,240,75.10718184965253
2008-03-03 20:00:00,983.561,986.057,982.815,985.936,208,72.16117216117225
2008-03-04 00:00:00,986.048,987.141,981.331,981.449,237,67.3232940653477
2008-03-04 04:00:00,981.465,982.245,979.49,981.102,240,65.392860205219
2008-03-04 08:00:00,981.105,985.12,979.725,984.779,240,65.11969579120205
2008-03-04 12:00:00,984.741,987.739,981.181,981.504,240,70.66270709596752
2008-03-04 16:00:00,981.528,982.128,955.971,960.032,240,42.144932970844756
2008-03-04 20:00:00,960.23,967.069,958.899,966.406,215,45.35489126584959
2008-03-05 00:00:00,966.581,968.304,962.651,963.502,240,41.56570202160056
2008-03-05 04:00:00,963.582,966.213,963.017,965.082,239,40.42106377722091
2008-03-05 08:00:00,965.019,967.391,960.234,962.141,240,33.695848538497586
2008-03-05 12:00:00,962.181,983.329,959.28,982.69,240,50.347682567169024
2008-03-05 16:00:00,982.797,992.65,982.797,989.409,240,54.93660439642881
2008-03-05 20:00:00,989.493,989.555,987.07,987.07,213,51.84934256749981
2008-03-06 00:00:00,986.661,986.997,983.706,984.101,238,50.36071167438459
2008-03-06 04:00:00,983.987,988.218,983.856,988.218,240,51.362388059701445
2008-03-06 08:00:00,988.302,991.84,983.798,986.094,240,52.85364984579853
2008-03-06 12:00:00,985.94,987.261,973.313,983.533,240,51.453929976914175
2008-03-06 16:00:00,983.588,984.439,965.667,977.425,240,45.72600892691089
2008-03-06 20:00:00,977.356,978.709,974.089,977.281,210,47.452986091844444
2008-03-07 00:00:00,977.247,983.491,977.216,982.69,240,66.94993865764982
2008-03-07 04:00:00,982.648,984.65,980.677,981.531,240,62.2722035603589
2008-03-07 08:00:00,981.337,981.823,976.56,981.451,239,65.26301467712037
2008-03-07 12:00:00,981.355,987.487,970.014,976.023,239,58.73226172043354
2008-03-07 16:00:00,976.009,977.131,969.552,972.052,240,57.782244766556246
2008-03-07 20:00:00,972.123,973.403,971.607,972.523,117,38.340328906626276
2008-03-09 20:00:00,972.348,976.847,971.123,974.384,145,30.60839937017637
2008-03-10 00:00:00,975.353,975.353,970.165,974.969,240,33.64154973369031
2008-03-10 04:00:00,975.066,976.794,974.364,975.817,236,38.12023174439286
2008-03-10 08:00:00,975.85,980.428,965.608,967.91,240,23.732408940397477
2008-03-10 12:00:00,967.982,971.957,961.151,965.8,240,23.741007194244673
2008-03-10 16:00:00,965.923,975.292,965.361,970.837,240,34.56150590982058
2008-03-10 20:00:00,970.854,974.397,970.625,973.384,208,44.62017733045782
2008-03-11 00:00:00,973.593,975.111,971.616,972.335,238,43.57027715667427
2008-03-11 04:00:00,972.313,972.897,968.471,971.189,240,33.18518085324129
2008-03-11 08:00:00,971.122,984.505,970.453,982.603,240,51.205740765735364
2008-03-11 12:00:00,982.532,985.136,965.598,974.823,239,43.64574145798977
2008-03-11 16:00:00,974.911,975.5,968.786,972.062,240,45.997938852627954
