Date,Open,High,Low,Close,Volume,EMA,RSI
2008-01-06 20:00,859.348,862.295,859.247,861.654,93,849.9459645247168,59.013193322563204
2008-01-07 00:00,861.615,861.889,855.23,857.102,239,850.4076442327996,50.56000472827213
2008-01-07 04:00,857.127,857.622,854.915,855.736,238,850.7514091210062,52.21411786248361
2008-01-07 08:00,855.817,861.959,855.439,859.99,240,851.3474472422316,54.843547224224956
2008-01-07 12:00,860.033,864.554,856.524,859.222,240,851.8554829040232,38.29219730267853
2008-01-07 16:00,859.267,861.512,855.73,857.578,240,852.2246775553766,41.91373000534569
2008-01-07 20:00,857.792,858.138,856.324,857.145,209,852.5421177130943,39.89596664327304
2008-01-08 00:00,857.003,863.163,856.593,862.957,239,853.2140456025721,47.51622206200426
2008-01-08 04:00,862.867,867.574,860.824,866.481,239,854.0699781443417,53.78819589786512
2008-01-08 08:00,866.5,875.628,865.912,874.606,240,855.3948827801906,67.9083251285417
2008-01-08 12:00,874.445,876.123,871.255,872.445,240,856.494890342759,64.58409197315723
2008-01-08 16:00,872.313,880.687,872.21,877.943,240,857.8786393529036,72.0431384659239
2008-01-08 20:00,877.879,882.486,876.664,882.486,210,859.4662110075551,74.55736429081
2008-01-09 00:00,882.265,891.013,881.54,887.122,240,861.2504554586807,78.17295396419436
2008-01-09 04:00,887.114,891.045,884.475,884.475,239,862.7488131710239,72.83790004603416
2008-01-09 08:00,884.301,888.235,881.626,884.781,240,864.170244579345,80.27210884353755
2008-01-09 12:00,884.828,885.73,872.327,879.746,240,865.1751320258389,74.30850848418592
2008-01-09 16:00,879.702,881.582,874.39,875.338,238,865.8308009273977,65.4905127169964
2008-01-09 20:00,875.482,880.059,873.728,879.124,204,866.6884266740173,68.93336884965194
2008-01-10 00:00,879.196,883.774,878.543,878.947,238,867.4793023724678,70.9126852087453
2008-01-10 04:00,878.86,879.768,872.907,872.976,240,867.8339280258571,63.9778205513077
2008-01-10 08:00,872.824,877.494,872.503,876.468,240,868.3909649274148,62.43900642619089
2008-01-10 12:00,876.426,885.596,866.151,882.75,240,869.3173542869364,64.25429758003756
2008-01-10 16:00,882.779,894.742,881.333,890.934,238,870.711976591005,64.2912159086931
2008-01-10 20:00,890.988,897.291,890.423,895.645,218,872.3205587464241,69.43830015416583
2008-01-11 00:00,895.727,895.853,888.235,892.057,239,873.5938775369774,62.21652875393836
2008-01-11 04:00,892.139,894.39,889.746,893.072,240,874.850530599108,59.75884066521631
2008-01-11 08:00,892.983,895.472,888.768,889.756,240,875.8121737862623,52.48875618882046
2008-01-11 12:00,889.781,897.559,887.482,897.538,240,877.2138399936002,61.25092587807692
2008-01-11 16:00,897.506,897.506,894.041,895.575,240,878.3984309617551,59.03868698710441
2008-01-11 20:00,895.541,896.01,894.647,894.748,113,879.4532418674484,63.51482829447592
2008-01-13 20:00,895.522,898.27,894.668,897.045,91,880.5881940050324,70.32833249049466
2008-01-14 00:00,896.933,898.115,891.654,892.879,238,881.3811492305142,62.79035167655431
2008-01-14 04:00,892.902,906.621,892.772,906.164,237,882.9800428285456,70.34794180535002
2008-01-14 08:00,906.127,913.916,903.873,910.948,240,884.7844271621879,78.90154052243813
2008-01-14 12:00,910.894,911.211,900.925,908.32,240,886.3028512162404,74.56654531992365
2008-01-14 16:00,908.464,909.816,900.728,904.859,240,887.5000221055152,67.82782589062536
2008-01-14 20:00,904.836,906.111,902.948,904.784,207,888.6151174535465,62.8483431667224
2008-01-15 00:00,904.972,909.746,903.2,908.078,240,889.8707872952533,61.845239229435464
2008-01-15 04:00,908.138,910.578,906.058,906.334,240,890.9329300503983,64.09739913501983
2008-01-15 08:00,906.248,908.385,902.929,904.261,240,891.7928055310178,60.82212979978722
2008-01-15 12:00,904.24,913.793,901.91,909.703,240,892.9483019483716,68.53087084966842
2008-01-15 16:00,909.697,910.1,893.567,895.486,240,893.1120244033154,48.29726500265531
2008-01-15 20:00,895.361,895.361,887.169,891.999,212,893.0402163772951,47.105859501456756
2008-01-16 00:00,892.22,899.385,892.062,899.05,240,893.4279443529535,53.16304923239804
2008-01-16 04:00,899.026,899.434,883.405,884.457,240,892.8491737495373,42.16189290161892
2008-01-16 08:00,884.406,887.675,877.707,883.665,240,892.2566464108575,44.01112757715202
2008-01-16 12:00,883.99,896.753,874.305,875.852,240,891.198282126286,28.78915106222179
2008-01-16 16:00,876.012,887.16,874.592,884.475,240,890.7645219891064,32.42001248456032
2008-01-16 20:00,884.473,885.814,874.415,876.466,223,889.8420366994866,30.25757988943151
2008-01-17 00:00,876.705,882.885,876.705,880.481,235,889.2380988479068,34.994090707637724
2008-01-17 04:00,880.561,884.289,877.332,883.78,240,888.8859634383645,37.56453369961631
2008-01-17 08:00,883.596,884.401,878.966,883.009,240,888.5068045068571,34.70077750247165
2008-01-17 12:00,882.958,889.678,882.709,887.118,240,888.4172042160922,38.601798467269354
2008-01-17 16:00,887.076,887.513,875.912,877.511,240,887.7135781376346,35.43472579169752
2008-01-17 20:00,877.557,880.047,875.502,879.461,205,887.1811537416582,32.882403550081534
2008-01-18 00:00,879.532,879.982,870.114,872.799,240,886.2532728550997,35.95771282851166
2008-01-18 04:00,872.847,878.475,872.508,877.373,240,885.6803520257384,41.067327893682545
2008-01-18 08:00,877.175,877.557,870.644,876.028,240,885.0576196369811,34.886163703684346
2008-01-18 12:00,876.028,888.147,875.629,878.655,240,884.6445474023373,45.48102685525578
2008-01-18 16:00,878.547,882.888,875.506,882.694,239,884.5187056344446,49.28013285292766
2008-01-18 20:00,882.642,884.594,882.019,882.72,118,884.4026601096417,55.75633632828216
2008-01-20 20:00,883.97,884.477,880.86,881.14,95,884.1921659090198,46.830631212818105
2008-01-21 00:00,881.265,882.076,877.125,880.298,238,883.9409293987604,54.21599260661001
2008-01-21 04:00,880.193,882.872,876.509,876.549,237,883.4640307278727,45.64851704293936
2008-01-21 08:00,876.466,876.466,867.793,868.054,240,882.4698351970422,34.391376846117296
2008-01-21 12:00,868.083,872.344,866.321,867.771,240,881.521523248846,34.727790250160425
2008-01-21 16:00,867.755,868.278,860.512,864.651,235,880.4331023940819,27.02713756927551
2008-01-21 20:00,864.895,865.87,860.883,861.343,198,879.2014828847863,31.02347417840386
2008-01-22 00:00,861.088,863.074,854.749,861.075,240,878.0320323760905,27.533115010508936
2008-01-22 04:00,860.957,861.281,851.119,851.269,240,876.3053851260202,25.568517089555726
2008-01-22 08:00,851.047,866.659,849.219,861.76,240,875.366973182406,34.38043978470954
2008-01-22 12:00,861.645,892.168,859.604,888.557,239,876.2179426545089,58.30494093940157
2008-01-22 16:00,888.544,894.044,886.89,889.836,240,877.0965269993793,57.546265674986174
2008-01-22 20:00,889.877,893.312,888.053,888.951,219,877.8613317090968,54.410748776945994
2008-01-23 00:00,888.89,889.906,885.487,885.668,239,878.3649877278648,51.98689779742807
2008-01-23 04:00,885.696,889.61,884.779,889.284,240,879.0694401325187,55.34228962766656
2008-01-23 08:00,889.391,890.451,883.859,885.51,240,879.4849601239691,53.29231624428329
2008-01-23 12:00,885.482,895.406,876.162,891.39,240,880.2530272127453,59.1289905886695
2008-01-23 16:00,891.27,891.716,878.05,883.054,240,880.4337351345038,59.24487833740108
2008-01-23 20:00,883.255,893.238,883.255,892.198,219,881.1927199645359,63.572516030093254
2008-01-24 00:00,892.165,892.626,888.728,891.309,238,881.8453831926304,65.18870504580886
2008-01-24 04:00,891.177,893.211,889.396,890.853,237,882.4265197608478,67.37845095637425
2008-01-24 08:00,890.832,898.779,890.274,898.779,240,883.4815184859544,70.3668892201983
2008-01-24 12:00,898.798,910.12,897.513,903.653,240,884.7829043900865,79.88930731484649
2008-01-24 16:00,903.554,912.946,902.155,911.107,240,886.4812331391132,79.16730698757576
2008-01-24 20:00,911.039,913.672,910.056,913.389,208,888.2172180978802,70.66646692632906
2008-01-25 00:00,913.377,913.43,907.7,909.898,239,889.6159782205976,66.10370846042701
2008-01-25 04:00,909.965,914.646,909.093,913.118,239,891.1322376902366,68.69787234042552
2008-01-25 08:00,913.203,923.304,912.642,919.653,240,892.9722868715118,75.03425313434593
2008-01-25 12:00,919.586,921.545,911.96,912.633,225,894.2407199765755,66.37813723152034
2008-01-25 16:00,912.292,914.557,906.097,913.175,240,895.4622864296997,70.327264177284
2008-01-25 20:00,913.107,914.349,912.216,913.247,118,896.609687305203,67.55836185151264
2008-01-27 20:00,913.02,915.422,911.148,915.116,87,897.8036429629319,78.74278337576649
2008-01-28 00:00,915.354,921.349,914.423,921.097,240,899.3064401911299,77.46478873239437
2008-01-28 04:00,921.035,921.142,916.114,916.856,240,900.4386698562183,72.82490216750357
2008-01-28 08:00,916.876,919.189,914.853,918.628,240,901.6121750267849,74.24536042877851
2008-01-28 12:00,918.612,922.53,916.164,921.295,240,902.8820347024763,71.6416762783545
2008-01-28 16:00,921.337,928.971,920.755,926.434,240,904.4015163345747,71.78540690446592
2008-01-28 20:00,926.534,928.792,925.758,926.787,210,905.8457410871828,67.35127478753549
2008-01-29 00:00,926.571,929.493,925.299,925.979,240,907.144661017042,64.40173873255554
2008-01-29 04:00,926.097,928.106,920.983,921.181,239,908.0502312740072,62.53193238110051
2008-01-29 08:00,921.08,932.741,921.037,930.503,240,909.4987969982648,67.00444061894797
2008-01-29 12:00,930.116,930.248,919.1,925.63,240,910.5395197725703,56.042622884525926
2008-01-29 16:00,925.236,928.165,919.972,921.621,240,911.2544539807916,59.675752486758746
2008-01-29 20:00,921.646,924.454,921.484,923.605,206,912.0512634013858,60.889993317741435
2008-01-30 00:00,923.328,924.305,919.466,922.728,240,912.7400851174255,59.73548559341174
2008-01-30 04:00,922.697,923.41,920.362,921.5,240,913.3052409163013,56.64280362940148
2008-01-30 08:00,921.63,924.371,919.882,923.442,240,913.9592253733141,52.66398564060621
2008-01-30 12:00,923.379,926.039,915.984,921.05,240,914.416694704068,54.97343705530778
2008-01-30 16:00,921.073,935.756,918.548,934.496,240,915.7121337554186,64.73680300159728
2008-01-30 20:00,934.345,936.384,925.344,925.765,217,916.360705771198,53.73109412039665
2008-01-31 00:00,925.473,925.808,920.607,923.639,239,916.8302731407982,47.54346182917616
2008-01-31 04:00,923.587,926.603,922.577,923.121,240,917.2361264865532,46.78725418025026
2008-01-31 08:00,923.014,924.0,918.253,923.066,240,917.6122473583886,47.41301220226994
2008-01-31 12:00,922.953,928.023,918.947,920.127,240,917.774489464299,49.03199735498321
2008-01-31 16:00,920.034,927.439,920.034,926.079,240,918.3102643375701,45.668859649122744
2008-01-31 20:00,926.088,926.486,923.722,924.095,215,918.683473089985,48.40711454247353
2008-02-01 00:00,923.923,927.585,923.866,925.454,235,919.1202812777279,54.20903520523573
2008-02-01 04:00,925.418,927.175,924.282,926.383,236,919.588843775939,53.122892216376655
2008-02-01 08:00,926.391,936.386,925.66,934.881,240,920.5754345000721,61.66337165780537
2008-02-01 12:00,934.987,935.738,906.021,906.315,240,919.6554064678095,40.44211135868678
2008-02-01 16:00,906.051,912.835,903.585,906.007,240,918.7748641150476,38.79541919977375
2008-02-01 20:00,906.088,906.461,903.5,904.907,114,917.8801632043994,39.45053652415996
2008-02-03 20:00,909.723,909.892,905.376,908.194,93,917.2552494492769,30.17994936098374
2008-02-04 00:00,908.5,912.503,907.509,909.537,239,916.7572978719043,36.23906112204057
2008-02-04 04:00,909.556,910.702,907.768,909.13,239,916.2652141382331,37.327277491483926
2008-02-04 08:00,909.127,910.152,896.729,901.222,240,915.294684193831,33.059487893556096
2008-02-04 12:00,901.219,905.088,892.158,896.487,240,914.0812852135839,30.82738224049622
2008-02-04 16:00,896.479,905.818,894.471,901.98,239,913.3005571352883,37.37494608245561
2008-02-04 20:00,902.007,904.772,901.562,904.564,208,912.7369082878504,34.29584969562487
2008-02-05 00:00,904.579,906.626,901.753,902.775,235,912.094204527344,34.393757503001154
2008-02-05 04:00,902.575,903.165,898.953,899.301,236,911.2688364933218,31.430965195041296
2008-02-05 08:00,899.337,899.337,887.429,892.102,240,910.0322663969786,27.649919808060844
2008-02-05 12:00,892.072,893.744,884.392,888.177,240,908.6222492100768,17.619734324301845
2008-02-05 16:00,888.297,897.861,885.137,887.046,240,907.2302331320074,28.438108452879163
2008-02-05 20:00,887.108,888.646,886.212,886.521,217,905.8941535751037,28.300668151447667
2008-02-06 00:00,886.433,890.202,886.254,889.85,232,904.859046892839,34.025759086761894
2008-02-06 04:00,889.991,892.785,886.437,886.877,238,903.6989148352366,27.232724554096038
2008-02-06 08:00,886.803,898.028,885.7,897.74,240,903.3144687168342,39.52959971598476
2008-02-06 12:00,897.738,906.377,894.043,904.229,240,903.3734707351031,46.073986253745026
2008-02-06 16:00,904.064,906.993,898.485,899.255,240,903.1077629457417,48.346586419649334
2008-02-06 20:00,899.295,902.004,898.497,898.753,214,902.8268104976294,52.05067873303174
2008-02-07 00:00,898.794,901.431,897.632,900.296,230,902.6635324010082,48.35867446393766
2008-02-07 04:00,900.176,908.27,899.889,904.12,237,902.7574980525561,49.577464788732435
2008-02-07 08:00,904.051,910.998,901.322,909.237,240,903.1755304362622,55.7832748621751
2008-02-07 12:00,909.188,909.311,896.445,903.571,240,903.2010446016646,53.67723045125729
2008-02-07 16:00,903.546,910.193,903.416,907.85,240,903.5009772080089,64.28001450852378
2008-02-07 20:00,907.705,911.365,906.331,909.091,208,903.8616238397502,69.93480250114375
2008-02-08 00:00,909.405,911.178,907.273,910.452,236,904.2868093984761,72.21273203507562
2008-02-08 04:00,910.503,910.618,907.821,909.563,238,904.6272087921228,71.71724787935909
2008-02-08 08:00,909.455,916.204,908.302,912.655,240,905.1451308055343,71.59032813890515
2008-02-08 12:00,912.47,919.454,909.074,918.433,240,906.0024126890482,78.36851379049955
2008-02-08 16:00,918.54,919.742,914.701,919.037,240,906.8433538058839,73.47604665005849
2008-02-08 20:00,918.969,922.773,917.725,922.446,118,907.8499761409882,71.54379242650019
2008-02-10 20:00,923.248,923.363,919.748,922.319,91,908.7834615512471,80.80786492840353
2008-02-11 00:00,921.947,923.587,919.381,920.44,239,909.5354962898764,77.94068386199089
2008-02-11 04:00,920.601,923.179,920.039,922.823,237,910.3927545937554,78.40803046735108
2008-02-11 08:00,922.787,926.76,921.095,926.514,240,911.4328349425455,78.33535782973996
2008-02-11 12:00,926.473,926.751,915.752,917.268,240,911.8092972043167,59.20036659411168
2008-02-11 16:00,917.457,924.802,916.795,923.839,239,912.5854070621028,72.7474747474748
2008-02-11 20:00,923.711,924.579,920.896,921.315,210,913.1486066064833,65.73197803481719
2008-02-12 00:00,921.38,923.958,919.612,920.204,238,913.6037932770329,63.02355560764083
2008-02-12 04:00,920.259,923.491,920.008,923.403,236,914.2360001623856,64.55070444689119
2008-02-12 08:00,923.333,924.368,918.719,920.231,240,914.6227743454575,61.40084640704481
2008-02-12 12:00,920.089,921.44,912.011,917.052,240,914.7794985812345,54.69033345422742
2008-02-12 16:00,917.012,917.303,903.446,906.235,239,914.2282406082517,38.2512713823394
2008-02-12 20:00,906.264,907.792,902.682,906.795,209,913.7486766980419,38.19888948870203
2008-02-13 00:00,906.712,909.525,901.596,904.959,240,913.1816007820393,32.61556814792718
2008-02-13 04:00,905.185,905.258,897.997,900.436,239,912.3593039573916,29.993966100455324
2008-02-13 08:00,900.408,905.44,896.076,900.207,240,911.5752843472374,30.92701872136645
2008-02-13 12:00,900.209,904.821,897.88,901.271,240,910.910491808706,29.165538842272156
2008-02-13 16:00,901.445,910.34,901.011,906.199,239,910.6065245952411,30.820068354764985
2008-02-13 20:00,906.22,908.041,903.607,907.012,210,910.3746197826449,38.483133450118956
2008-02-14 00:00,906.822,908.338,904.116,905.122,236,910.0357410869905,26.512736855314245
2008-02-14 04:00,905.134,912.286,905.088,912.141,238,910.1715642426685,39.65493910690112
2008-02-14 08:00,912.017,913.623,907.056,909.029,240,910.0978504205609,37.9426425843206
2008-02-14 12:00,908.902,910.733,901.521,909.495,240,910.0589568450409,34.05338470005496
2008-02-14 16:00,909.412,911.682,906.017,908.715,240,909.9722499518125,36.02969720496892
2008-02-14 20:00,908.667,909.503,906.303,908.279,203,909.8630080194375,38.59849764770091
2008-02-15 00:00,908.306,910.564,908.191,909.731,237,909.8544913730223,56.005221932114885
2008-02-15 04:00,909.685,910.811,908.163,909.62,234,909.8393628973434,54.92864370703803
2008-02-15 08:00,909.56,912.071,907.209,909.778,239,909.8354040007407,58.930358400355985
2008-02-15 12:00,909.793,915.214,907.733,908.272,240,909.7345392264995,66.3495242864297
2008-02-15 16:00,908.198,909.219,897.783,902.605,239,909.2745689538222,54.07795388068845
2008-02-15 20:00,902.691,903.211,901.817,901.837,117,908.7947257955111,50.97230811516531
2008-02-17 20:00,901.923,903.274,900.93,902.805,80,908.4082918732202,43.25141175534874
2008-02-18 00:00,903.152,906.285,902.924,904.741,229,908.1716923975285,45.677414442879524
2008-02-18 04:00,904.725,907.326,904.008,904.008,236,907.903067081559,47.78193692258697
2008-02-18 08:00,904.058,906.348,901.089,901.713,237,907.5037079150069,24.426133019423247
2008-02-18 12:00,901.747,904.101,900.042,903.01,235,907.2137912753291,33.79637107629361
2008-02-18 16:00,903.111,906.17,902.638,905.256,210,907.0874821607918,39.58630177369425
2008-02-18 20:00,905.347,906.848,904.548,905.862,182,907.0084187955795,42.93076961197271
2008-02-19 00:00,905.777,909.137,904.711,908.933,238,907.1325853248969,51.43333041115103
2008-02-19 04:00,908.947,912.116,907.035,911.528,240,907.4161604652262,53.7504695913512
2008-02-19 08:00,911.412,918.462,909.9,915.978,240,907.9685372094052,61.23480350579576
2008-02-19 12:00,916.041,927.541,915.208,927.288,240,909.2149541636372,72.19377408233618
2008-02-19 16:00,927.4,930.282,925.682,926.789,238,910.3487635724349,74.08496136937107
2008-02-19 20:00,926.744,928.92,925.623,928.584,206,911.5252304387295,87.57557349069958
2008-02-20 00:00,928.742,929.573,924.474,926.627,239,912.49953815236,84.66357178813124
2008-02-20 04:00,926.526,928.969,924.121,926.921,240,913.4299550457562,84.36894310796941
2008-02-20 08:00,926.791,926.885,921.963,922.526,240,914.0167966557075,73.68617318807748
2008-02-20 12:00,922.479,924.598,914.307,922.798,240,914.5833259037264,75.33574240871553
2008-02-20 16:00,922.859,940.524,922.503,939.802,240,916.2103371357441,86.77183294394764
2008-02-20 20:00,939.918,945.341,937.847,941.368,218,917.8334121592445,86.84018440261222
2008-02-21 00:00,941.261,941.595,937.696,940.198,240,919.276288794132,84.2676133688998
2008-02-21 04:00,940.211,942.797,939.489,940.517,238,920.6466572590268,84.1785509990727
2008-02-21 08:00,940.441,948.527,940.109,942.201,240,922.037260016509,83.73352261204599
2008-02-21 12:00,942.155,946.939,941.837,945.356,240,923.5416948541537,83.91618207339056
2008-02-21 16:00,945.342,953.428,943.821,944.275,240,924.8793274442083,80.42622739295904
2008-02-21 20:00,944.319,946.171,942.114,943.889,207,926.1057579316788,73.3310846895464
2008-02-22 00:00,943.751,947.102,940.636,945.024,240,927.3262896780221,75.17742247259253
2008-02-22 04:00,944.98,948.881,943.102,944.561,238,928.4382064729886,72.90215303460329
2008-02-22 08:00,944.467,949.375,942.146,946.831,240,929.6248383134409,78.7037563221002
2008-02-22 12:00,946.74,948.911,935.052,940.051,240,930.2974939061222,65.75095969289819
2008-02-22 16:00,940.134,948.009,940.134,943.494,240,931.1488813960499,75.74150461598904
2008-02-22 20:00,943.474,945.251,942.553,944.707,115,932.023598725337,76.28932779764334
2008-02-24 20:00,944.048,946.458,943.992,946.415,94,932.9520762269283,62.5374435976187
2008-02-25 00:00,947.037,948.454,946.219,948.112,235,933.930135825191,62.72260790824015
2008-02-25 04:00,948.062,949.255,946.419,948.242,231,934.8534819009851,65.79484762802394
2008-02-25 08:00,948.161,951.68,945.207,946.897,240,935.6304830686636,62.04228010570041
2008-02-25 12:00,946.915,950.159,933.458,935.631,240,935.6305164190725,40.89321357285416
2008-02-25 16:00,935.703,940.101,933.122,939.066,240,935.8521605210678,41.348481514084526
2008-02-25 20:00,939.061,940.147,937.648,937.922,202,935.9856985519667,41.27694631333245
2008-02-26 00:00,938.004,938.146,930.549,930.549,240,935.6349438066786,34.63204460623929
2008-02-26 04:00,930.689,932.668,928.13,928.564,237,935.1787538836671,31.401970532405258
2008-02-26 08:00,928.807,934.313,926.374,933.941,239,935.0988987943983,39.199853557336375
2008-02-26 12:00,933.914,942.162,933.017,941.704,240,935.5250343560501,45.31001298962653
2008-02-26 16:00,941.716,950.103,940.329,948.713,240,936.3758708492082,57.890613613175844
2008-02-26 20:00,948.636,951.345,947.561,950.123,215,937.2627824073239,56.27092990256362
2008-02-27 00:00,950.035,955.791,949.266,953.679,238,938.3218932197547,58.12710605456716
2008-02-27 04:00,953.698,957.587,953.203,956.322,234,939.4831904313835,58.82457734309587
2008-02-27 08:00,956.166,964.202,954.903,956.123,240,940.5567265325847,57.331380982886486
2008-02-27 12:00,956.211,960.771,952.195,954.992,240,941.4880344982245,56.066216119059575
2008-02-27 16:00,954.889,959.675,954.47,958.294,240,942.5722903370488,59.89443161495309
2008-02-27 20:00,958.281,960.065,956.176,957.511,203,943.5360780572393,73.22224580768402
2008-02-28 00:00,957.486,960.331,955.903,956.09,236,944.3460085051594,68.87528827390452
2008-02-28 04:00,956.117,957.194,952.954,953.003,238,944.9045240854717,66.0303152703076
2008-02-28 08:00,952.843,959.09,952.843,958.996,240,945.8136515638284,81.15158019229507
2008-02-28 12:00,958.889,964.805,956.772,964.652,240,947.0290288822912,86.57814717210627
2008-02-28 16:00,964.788,971.457,962.252,971.053,240,948.5789625027886,86.85109425269097
2008-02-28 20:00,971.199,972.323,968.203,968.979,210,949.8950939542217,80.53285570357116
2008-02-29 00:00,968.924,972.816,968.395,970.331,238,951.2135395055623,77.70970057424131
2008-02-29 04:00,970.237,974.849,970.091,974.282,239,952.701827279397,79.07290187489478
2008-02-29 08:00,974.279,975.714,967.286,968.284,240,953.7071287452424,66.59998636084657
2008-02-29 12:00,968.212,972.048,964.847,968.411,240,954.655765600388,64.57383966244723
2008-02-29 16:00,968.325,973.673,968.104,971.652,240,955.752296851976,67.44165150391981
2008-02-29 20:00,971.654,973.859,971.412,973.248,117,956.881051893784,70.29256146903217
2008-03-02 20:00,973.423,976.991,972.427,975.938,91,958.1105324167657,69.88280369619117
2008-03-03 00:00,975.674,980.598,975.494,980.191,237,959.5350787124584,73.70401337792653
2008-03-03 04:00,980.162,984.585,979.86,982.176,240,960.9957833116547,76.94612015535907
2008-03-03 08:00,982.132,982.577,977.62,981.513,240,962.3194747109028,81.002609830361
2008-03-03 12:00,981.42,989.156,979.142,984.122,240,963.7260892456833,79.49337966006195
2008-03-03 16:00,984.213,986.44,979.189,983.509,240,965.0024060685424,75.10718184965253
